,Date,Close,High,Low,Open,Volume,SMA100,SMA50,SMA20,SMA7,SMA21
262,2016-03-15,23.788555145263672,23.925035318707934,23.62250308168945,23.647524649288847,160270800,24.147689056396484,22.263508949279785,22.619260787963867,23.21956525530134,22.588936941964285
263,2016-03-16,24.104740142822266,24.18207828833475,23.790833766368227,23.795384089892455,153214000,24.13246295928955,22.268916358947752,22.70854196548462,23.352796009608678,22.689997900099982
264,2016-03-17,24.066070556640625,24.218473418092056,23.874996887818018,24.00237817673982,137682800,24.112930297851562,22.28549564361572,22.817044067382813,23.50779914855957,22.773186184111097
265,2016-03-18,24.093368530273438,24.225300158912106,23.92731814891797,24.1889045087607,176820800,24.085605754852295,22.31171585083008,22.929413414001466,23.66377694266183,22.877821422758558
266,2016-03-21,24.091089248657227,24.486882302940177,23.91593826189222,24.09563783610061,142010800,24.066818923950194,22.35712089538574,23.032114887237547,23.81780460902623,22.984731310889835
267,2016-03-22,24.275333404541016,24.404989818278576,23.93185697201402,23.940955880839038,129777600,24.051519012451173,22.403903083801268,23.16893615722656,23.96273286002023,23.091315769013903
268,2016-03-23,24.141130447387695,24.354950499645543,24.088813882754188,24.220745478208592,102814000,24.024244079589845,22.44089729309082,23.28301124572754,24.080041067940847,23.21523112342471
269,2016-03-24,24.036502838134766,24.168434473412926,23.859078373318027,23.991010008596188,104532000,23.99308439254761,22.469328384399414,23.384348487854005,24.115462166922434,23.318891797746932
270,2016-03-28,23.92731475830078,24.154782333193452,23.897742862883216,24.111562938623084,77645600,23.963153190612793,22.507204627990724,23.478520488739015,24.090115683419363,23.410204024541947
271,2016-03-29,24.493711471557617,24.518733046632008,23.85680149129325,23.859076653238215,124760400,23.93510129928589,22.546770820617677,23.603514099121092,24.15120724269322,23.52686291649228
272,2016-03-30,24.921342849731445,25.116965070789703,24.70297422201423,24.7143482930635,182404400,23.90819438934326,22.605703926086427,23.70621566772461,24.269489288330078,23.66626784915016
273,2016-03-31,24.791688919067383,24.998685232017372,24.766667348591234,24.957741001732746,103553600,23.88127504348755,22.664170722961426,23.799932098388673,24.36957495553153,23.757904870169504
274,2016-04-01,25.019161224365234,25.02143638632358,24.611994005825885,24.743925632368487,103496000,23.85789728164673,22.726598587036133,23.89649248123169,24.475836072649276,23.85799062819708
275,2016-04-04,25.276195526123047,25.519585742382745,25.082846714569676,25.116967195163785,149424800,23.836773166656496,22.796384391784667,23.988730335235594,24.637988226754324,23.962192626226518
276,2016-04-05,24.97821044921875,25.187481908615442,24.88949824590131,24.909971227288217,106314800,23.813777751922608,22.837043418884278,24.07903461456299,24.772517885480607,24.03584843590146
277,2016-04-06,25.23979949951172,25.2443498224228,24.839456119882172,25.073749157491083,105616400,23.801995372772218,22.891893424987792,24.191972160339354,24.9600157056536,24.13430913289388
278,2016-04-07,24.689332962036133,25.116971415747532,24.593796988670825,25.010061368459674,127207600,23.786201515197753,22.933245429992677,24.27636260986328,24.987961632864817,24.2156560080392
279,2016-04-08,24.716629028320312,24.969116455245747,24.60516866030821,24.7734959255118,94326800,23.77156297683716,23.00487133026123,24.361549282073973,24.958716801234655,24.297327677408855
280,2016-04-11,24.79851722717285,25.160191617083978,24.75529956285598,24.787144888327393,117630000,23.765390186309816,23.07510341644287,24.438433361053466,24.95969227382115,24.382357279459637
281,2016-04-12,25.121522903442383,25.135170404429747,24.716630843376283,24.871307149073353,108929200,23.758284645080565,23.137089958190916,24.52851085662842,24.97431537083217,24.47096143450056
282,2016-04-13,25.4854679107666,25.55370714360792,25.203408597054672,25.203408597054672,133029200,23.75592710494995,23.21047302246094,24.613356494903563,25.00421142578125,24.574080240158807
283,2016-04-14,25.49911117553711,25.56507697113653,25.323961931348016,25.389927726947437,101895600,23.74556137084961,23.292952194213868,24.683075046539308,25.0786258152553,24.655535289219447
284,2016-04-15,24.9873104095459,25.54460695698863,24.960015413802225,25.501387566474868,187756000,23.726706714630126,23.356733894348146,24.72913703918457,25.042555945260183,24.697562444777716
285,2016-04-18,24.44821548461914,24.78259135881754,24.325382787072034,24.76894385979226,243286000,23.701284580230713,23.4062308883667,24.746879386901856,25.00811059134347,24.7157598223005
286,2016-04-19,24.318557739257812,24.56649654732622,24.163879728616315,24.5391998152931,129539600,23.678072624206543,23.464872093200682,24.758252811431884,24.951243264334543,24.726483117966424
287,2016-04-20,24.36860466003418,24.586973359402016,24.125214384499593,24.257146016026045,122444000,23.652804641723634,23.520010261535646,24.762916374206544,24.889827183314733,24.739698137555802
288,2016-04-21,24.104740142822266,24.32310881510685,24.002378688806406,24.32310881510685,126210000,23.626821060180664,23.569962120056154,24.76109685897827,24.744572503226145,24.73157464890253
289,2016-04-22,24.03877830505371,24.22075309639586,23.797663181649558,23.886375415182794,134732400,23.600675582885742,23.621870231628417,24.761210632324218,24.537902559552872,24.726700737362815
290,2016-04-25,23.90229034423828,24.03194677709332,23.77263391138324,23.884092523905025,112126400,23.57205659866333,23.673641815185547,24.759959411621093,24.309785297938756,24.72030966622489
291,2016-04-26,23.73624038696289,23.95233561794742,23.636155837086093,23.636155837086093,224064800,23.543949031829833,23.72077308654785,24.722085857391356,24.131061008998326,24.71121088663737
292,2016-04-27,22.250877380371094,22.453323376583054,21.76409692482325,21.836886476995645,458408400,23.503386039733886,23.72614143371582,24.58856258392334,23.817155565534318,24.604409263247536
293,2016-04-28,21.57074737548828,22.26452233575248,21.438815784921715,22.203106863145077,328970800,23.458465156555175,23.71117404937744,24.427515506744385,23.424611227852957,24.444857097807386
294,2016-04-29,21.32280921936035,21.54572819834941,21.043025084128573,21.379676111042887,274126000,23.40239984512329,23.699709663391115,24.24269790649414,22.989497593470983,24.279672350202286
295,2016-05-02,21.300060272216797,21.400146544995135,21.018001008997377,21.37512497680055,192640400,23.347803859710694,23.688791236877442,24.043891143798827,22.588829040527344,24.102572304861887
296,2016-05-03,21.650362014770508,21.777743290585477,21.309160681317795,21.427443046654588,227325200,23.296824016571044,23.68105728149414,23.877498722076417,22.24762671334403,23.929913566226052
297,2016-05-04,21.425174713134766,21.814144117471688,21.341011072786724,21.654915749416485,164102000,23.24949712753296,23.67878261566162,23.686767482757567,21.893753051757812,23.76072138831729
298,2016-05-05,21.338205337524414,21.528153320228604,21.210048503895518,21.512133716024994,143562000,23.200056228637695,23.668354148864747,23.519211101531983,21.551176616123744,23.57493119012742
299,2016-05-06,21.21920394897461,21.386265295184696,21.020101646635876,21.367958422261754,174799600,23.156189880371095,23.65254306793213,23.344339847564697,21.40379469735282,23.4096869514102
300,2016-05-09,21.2352237701416,21.459498243282514,21.18945222235344,21.283282585814653,131745600,23.114067478179933,23.63637004852295,23.166175174713135,21.355862753731863,23.243905748639786
301,2016-05-10,21.379398345947266,21.413726567282332,21.07960215469981,21.358802460749747,134747200,23.077888984680175,23.624081230163576,22.979068946838378,21.36394691467285,23.081090563819522
302,2016-05-11,21.171140670776367,21.413723709425753,21.159697349856607,21.39312782697694,114876400,23.037704906463624,23.59015781402588,22.763352584838866,21.34552982875279,22.89297712416876
303,2016-05-12,20.674531936645508,21.232932539316202,20.475431399074704,21.21920194941638,305258800,22.997893924713136,23.545301246643067,22.522123622894288,21.20612553187779,22.663884934924898
304,2016-05-13,20.715728759765625,20.978909499567926,20.596726220953915,20.596726220953915,177571200,22.965169029235838,23.497856750488282,22.308544540405272,21.10477610996791,22.43610481988816
305,2016-05-16,21.484670639038086,21.60138589513827,20.974330575826222,21.14368092565382,245039200,22.937192420959473,23.458921394348145,22.16036729812622,21.125699724469865,22.26931244986398
306,2016-05-17,21.395418167114258,21.67232946228662,21.285569952933194,21.638002986608715,187667600,22.908549518585204,23.42338726043701,22.014210319519044,21.1508731842041,22.12394114903041
307,2016-05-18,21.64028549194336,21.789039922499498,21.486954780972564,21.548745915606197,168249600,22.87923318862915,23.39657199859619,21.877794361114503,21.208739144461497,21.99640437534877
308,2016-05-19,21.557903289794922,21.658598941455306,21.413726853467825,21.658598941455306,121768400,22.850405254364013,23.36769958496094,21.750452518463135,21.234239850725448,21.862561452956427
309,2016-05-20,21.79132843017578,21.83938723043953,21.631130683291154,21.658593603158494,128104000,22.826649055480956,23.343268241882324,21.638080024719237,21.32283810206822,21.75239899044945
310,2016-05-23,22.068248748779297,22.24217715424294,21.894320343315655,21.940091895283025,152074400,22.801318283081056,23.31941650390625,21.54637794494629,21.52194050380162,21.65856424967448
311,2016-05-24,22.40465545654297,22.44813623524886,22.16207066952693,22.24903571895001,140560800,22.782564163208008,23.30111015319824,21.47979869842529,21.76321574619838,21.58724830264137
312,2016-05-25,22.79828453063965,22.82574571060857,22.452716799315358,22.58087362851924,152675200,22.772406845092775,23.28130474090576,21.50716905593872,21.950874873570033,21.54258373805455
313,2016-05-26,22.97907829284668,23.05231101640874,22.574008426576956,22.81201521465512,225324800,22.763853931427,23.25879150390625,21.57758560180664,22.17711203438895,21.577259971981956
314,2016-05-27,22.965347290039062,22.992810217721374,22.713609897305382,22.75709242963422,145364800,22.76113634109497,23.236777038574218,21.659712505340575,22.36640657697405,21.64366949172247
315,2016-05-31,22.853208541870117,22.976789089235623,22.61520175575942,22.793706408840983,169228800,22.761844844818114,23.211973838806152,21.73736991882324,22.551450184413365,21.71654564993722
316,2016-06-01,22.53281021118164,22.779971256409823,22.50306002362853,22.660967014186404,116693200,22.768964576721192,23.18080825805664,21.7814923286438,22.65737615312849,21.775248027983167
317,2016-06-02,22.363468170166016,22.390929354675592,22.114018019498477,22.336005239650298,160766400,22.773237018585206,23.14257095336914,21.82840700149536,22.69955035618373,21.80920546395438
318,2016-06-03,22.409236907958984,22.489334935641455,22.3016759510685,22.37948671082151,114019600,22.774415187835693,23.107933082580566,21.88195858001709,22.700204849243164,21.85606556846982
319,2016-06-06,22.57171630859375,23.31777577765506,22.324556991817488,22.425250881613145,93170000,22.77398286819458,23.078637351989745,21.949584197998046,22.667837960379465,21.914804186139786
320,2016-06-07,22.663259506225586,22.85549648624686,22.64723990339096,22.713607328278915,89638000,22.780280437469482,23.05335624694824,22.020985984802245,22.622720990862167,21.983568736485072
321,2016-06-08,22.642663955688477,22.784551369739813,22.583161824567,22.660970826336342,83392400,22.78155305862427,23.01633529663086,22.084149265289305,22.576623371669225,22.05058969770159
322,2016-06-09,22.805150985717773,22.882959994262276,22.53281596380014,22.541970272924072,106405600,22.789857692718506,22.974011459350585,22.16584978103638,22.569758006504603,22.118482680547807
323,2016-06-10,22.617494583129883,22.736497123248267,22.537396551703456,22.548838129903725,126851600,22.79734914779663,22.930527572631835,22.262997913360596,22.58185577392578,22.18735667637416
324,2016-06-13,22.276498794555664,22.683857661509723,22.221574690137174,22.585451028673454,152082000,22.80113645553589,22.875674324035643,22.3410364151001,22.56943157741002,22.263640812465123
325,2016-06-14,22.30396842956543,22.53739899907808,22.141483335025537,22.271929213515666,127727600,22.80630708694458,22.816229782104493,22.382001304626463,22.554393223353795,22.33927127293178
326,2016-06-15,22.230728149414062,22.5213717556223,22.205554238765924,22.386347894327223,117780800,22.799161777496337,22.761280136108397,22.423766803741454,22.505680629185267,22.374797821044922
327,2016-06-16,22.32455825805664,22.370328051832015,21.985855847699433,22.07281915427493,125307200,22.797434368133544,22.702975311279296,22.45798044204712,22.457294736589706,22.419042587280273
328,2016-06-17,21.816505432128906,22.118590609506505,21.809640137689414,22.111725315067012,244032800,22.789382095336915,22.645518760681153,22.47091054916382,22.339272090366908,22.427434013003396
329,2016-06-20,21.763872146606445,22.100285597038248,21.747852541633787,21.969839743402037,137647600,22.795667476654053,22.586463623046875,22.46953773498535,22.19051797049386,22.437242053803942
330,2016-06-21,21.949237823486328,22.04993170734821,21.667748560904975,21.72725068273621,142185600,22.80229072570801,22.529478034973145,22.4635871887207,22.09505271911621,22.444761548723495
331,2016-06-22,21.86685562133789,22.173517112891204,21.821084076773733,22.027051662297698,116876400,22.800737323760988,22.464384689331055,22.43669719696045,22.036532265799387,22.435171399797714
332,2016-06-23,21.99272346496582,22.036205995848913,21.798199201866876,21.95610797527945,128960800,22.802501411437987,22.39452980041504,22.39641914367676,21.992068699428014,22.41555559067499
333,2016-06-24,21.37482452392578,21.66317917190976,21.203185143507756,21.262687284267706,301245600,22.80249813079834,22.312044067382814,22.316206455230713,21.869796752929688,22.347771780831472
334,2016-06-27,21.063583374023438,21.29472487763943,20.940002819991303,21.28328155474526,181958400,22.795151710510254,22.233569526672362,22.221118259429932,21.68965748378209,22.256557737077987
335,2016-06-28,21.418302536010742,21.43432388560499,21.08646714196265,21.26039551378382,161779600,22.789601078033446,22.172971267700195,22.14937295913696,21.632771355765207,22.182888939267112
336,2016-06-29,21.603668212890625,21.637996424163234,21.427450876493715,21.505261605111993,146124000,22.79177278518677,22.11867347717285,22.102915859222414,21.60988507952009,22.12338701883952
337,2016-06-30,21.878297805786133,21.917202310242068,21.580790614880456,21.612829823962514,143345600,22.79443880081177,22.06886734008789,22.078657341003417,21.599750791277206,22.092219761439733
338,2016-07-01,21.944658279418945,22.077393101245487,21.816501483727325,21.85311696277976,104106000,22.797813911437988,22.025665702819825,22.055428409576415,21.610865456717356,22.072276433308918
339,2016-07-05,21.738698959350586,21.832529324476077,21.617407411071138,21.830240310544564,110820800,22.80076717376709,21.979664115905763,22.01377754211426,21.574576241629465,22.040346054803756
340,2016-07-06,21.862279891967773,21.892031835563373,21.59681188961415,21.649446988888382,123796400,22.806252861022948,21.93886390686035,21.973728561401366,21.64421272277832,22.00656336829776
341,2016-07-07,21.956106185913086,22.08426300837977,21.88287346650273,21.901180336851002,100558400,22.812017154693603,21.903261222839355,21.939400672912598,21.7717159816197,21.97288940066383
342,2016-07-08,22.125457763671875,22.173516574793545,21.981281330306864,22.081975233892617,115648400,22.813447132110596,21.900752830505372,21.905416011810303,21.872738156999862,21.948260534377326
343,2016-07-11,22.194114685058594,22.347445430424962,22.136901564010913,22.141477845452133,95179600,22.812197113037108,21.91322017669678,21.884247016906738,21.957087653023855,21.91916356767927
344,2016-07-12,22.294809341430664,22.35888775980049,22.226154641465545,22.237596218456755,96670000,22.81618492126465,21.932660179138182,21.885162544250488,22.016589300973074,21.90379760378883
345,2016-07-13,22.1689395904541,22.352020520444444,22.162072549649462,22.292520134850626,103568800,22.819414501190185,21.95003776550293,21.878411102294923,22.04862948826381,21.89867573692685
346,2016-07-14,22.608333587646484,22.654103378925633,22.271920209127323,22.287939810675585,155676000,22.825127239227296,21.96919719696045,21.897291374206542,22.172863006591797,21.913169315883092
347,2016-07-15,22.606048583984375,22.7250528560273,22.541970166425536,22.638087792763795,120548000,22.83579864501953,21.992814674377442,21.91136589050293,22.279115676879883,21.931041717529297
348,2016-07-18,22.846342086791992,22.914996778949387,22.564852785529997,22.587737682915794,145975600,22.84566577911377,22.02297740936279,21.962857723236084,22.4062922341483,21.955888566516695
349,2016-07-19,22.855499267578125,22.88524946331829,22.73420597877752,22.784553806957778,95119600,22.854123191833494,22.055703315734863,22.017439079284667,22.510583877563477,22.00536446344285
350,2016-07-20,22.876094818115234,22.990521063751668,22.825746990674254,22.885249127286862,105104000,22.86244539260864,22.088520736694335,22.063781929016113,22.608009610857284,22.05832744780041
351,2016-07-21,22.75480079650879,23.114099098798395,22.686144358209066,22.846342132239833,130808000,22.87005500793457,22.116028785705566,22.10817918777466,22.673722675868444,22.09668758937291
352,2016-07-22,22.578594207763672,22.725059705186293,22.49849441566773,22.71590539334657,113254800,22.867167835235595,22.144177856445314,22.137472724914552,22.732244764055526,22.13057990301223
353,2016-07-25,22.276498794555664,22.619777502681384,22.180381175321855,22.48475538223472,161531600,22.860759220123292,22.176217193603517,22.182556438446046,22.68483979361398,22.14409301394508
354,2016-07-26,22.123167037963867,22.42067593636726,22.065953922579038,22.157495256395908,224959200,22.851111354827882,22.20436595916748,22.235535621643066,22.61585671561105,22.17972837175642
355,2016-07-27,23.560361862182617,23.88075567991044,23.514592065081146,23.862447062667513,369379200,22.85240058898926,22.24587978363037,22.34263858795166,22.717859540666854,22.298622585478284
356,2016-07-28,23.87847137451172,23.90364529168297,23.53061630833673,23.532905322444893,159479200,22.859464054107665,22.29554084777832,22.456378746032716,22.863998413085938,22.41577348254976
357,2016-07-29,23.84871482849121,23.926525573406067,23.727423303129484,23.84413854749891,110934800,22.868140716552734,22.339709434509277,22.554899597167967,23.002944128853933,22.522680464245024
358,2016-08-01,24.269804000854492,24.2926888975774,23.894486107380573,23.894486107380573,152671600,22.8808235168457,22.39394744873047,22.671156883239746,23.219373158046178,22.63656171162923
359,2016-08-02,23.910512924194336,24.27438760609568,23.80066294237142,24.26981132377258,135266400,22.889799690246583,22.43633113861084,22.779747581481935,23.409647260393417,22.730173837570916
360,2016-08-03,24.210302352905273,24.221743928490877,23.976871862085513,23.986026170157437,120810400,22.899294357299805,22.47917221069336,22.89714870452881,23.685904911586217,22.847869237263996
361,2016-08-04,24.35987091064453,24.3897822758079,24.22411554928653,24.29314393715871,109634800,22.909693336486818,22.51827651977539,23.017336940765382,24.005434036254883,22.96680214291527
362,2016-08-05,24.730314254760742,24.769429513501382,24.431193646294137,24.45190110487526,162213600,22.919110927581787,22.556917114257814,23.147579765319826,24.172570092337473,23.098907289050874
363,2016-08-08,24.935096740722656,24.935096740722656,24.656685340308965,24.739516931880807,112148800,22.92741449356079,22.596037483215333,23.284628868103027,24.323516573224747,23.23269962129139
364,2016-08-09,25.036338806152344,25.066251924115562,24.85226604733372,24.90288662653486,105260800,22.937117176055906,22.6374573135376,23.421705341339113,24.493177141462052,23.368043627057755
365,2016-08-10,24.849958419799805,25.057041757724313,24.79473678150801,25.01332367653352,96034000,22.944683074951172,22.67739231109619,23.555756282806396,24.576056344168528,23.48971739269438
366,2016-08-11,24.83385467529297,25.06394690734221,24.81544687541757,24.9696082495791,109938000,22.95211072921753,22.723413200378417,23.667032337188722,24.70796230861119,23.616618111020042
367,2016-08-12,24.891380310058594,24.951204788114456,24.799343056618326,24.799343056618326,74641600,22.958271198272705,22.77397144317627,23.781298923492432,24.805259159633092,23.725334621611097
368,2016-08-15,25.190502166748047,25.20430714102109,24.8683726418144,24.882177616087443,103472800,22.96876491546631,22.82959674835205,23.898506927490235,24.92392076764788,23.848403839837935
369,2016-08-16,25.167484283447266,25.363064058435743,25.12836903063524,25.225007333628778,135177600,22.980074729919433,22.881512107849122,24.01410617828369,24.98637362888881,23.958934420631046
370,2016-08-17,25.130672454833984,25.165186638797145,24.928190178497736,25.10306075657059,101424000,22.992108306884766,22.93086036682129,24.126835060119628,25.014313016619003,24.067276000976562
371,2016-08-18,25.09846305847168,25.218110256101408,25.084656329751844,25.132977247074436,87938800,22.998155822753905,22.979976348876953,24.244018173217775,25.02318790980748,24.173103060041154
372,2016-08-19,25.162885665893555,25.23881652084985,24.93279344272735,25.02713034138403,101472400,23.000571250915527,23.02713104248047,24.373232746124266,25.067891802106583,24.287773768107098
373,2016-08-22,24.967308044433594,25.103061615746853,24.815446331983797,25.047839972794375,103280800,23.00232744216919,23.074127311706544,24.507773208618165,25.086956569126674,24.40152204604376
374,2016-08-23,25.045541763305664,25.153685404710707,24.97191231146079,24.985717285099014,85030800,23.002591247558595,23.129508171081543,24.653891944885252,25.108979633876256,24.533381235031854
375,2016-08-24,24.85686492919922,25.022531626358397,24.776332994598093,24.9811149520686,94700400,22.998397941589356,23.18056610107422,24.718717098236084,25.06131717136928,24.663557325090682
376,2016-08-25,24.751026153564453,24.822354197647957,24.546244167580078,24.709609473507797,100344800,22.996126098632814,23.230972061157228,24.76234483718872,25.00182315281459,24.72025562468029
377,2016-08-26,24.606061935424805,24.838453807710955,24.461102717057496,24.714205556916518,111065200,22.989788722991943,23.27660213470459,24.8002121925354,24.926878792898997,24.75490279424758
378,2016-08-29,24.578453063964844,24.72111088506512,24.45650445735445,24.5324353180432,99881200,22.98867992401123,23.33184108734131,24.815644645690917,24.85259165082659,24.78965223403204
379,2016-08-30,24.3897762298584,24.50482234415018,24.274730115566612,24.343758486327438,99455600,22.98541139602661,23.38435916900635,24.839607810974123,24.74214744567871,24.795365197317942
380,2016-08-31,24.412784576416016,24.520928202398032,24.306942364200353,24.311545191733057,118649600,22.981554069519042,23.433630104064942,24.849731922149658,24.662929807390487,24.819282895042782
381,2016-09-01,24.5577449798584,24.57385136606746,24.302342458925843,24.42198964855537,106806000,22.9759162902832,23.48744789123535,24.859625625610352,24.593244552612305,24.83582778204055
382,2016-09-02,24.787837982177734,24.84996211506101,24.57845319951121,24.780933740333378,107210000,22.968939990997313,23.54335018157959,24.8625018119812,24.583383560180664,24.856207166399276
383,2016-09-06,24.780933380126953,24.918990127575476,24.73721704853509,24.82695288109795,107521600,22.96175821304321,23.61147235870361,24.854793643951417,24.587656021118164,24.858617600940523
384,2016-09-07,24.93279457092285,25.024831815446838,24.635975378951812,24.810845968000947,169457200,22.961213054656984,23.688856582641602,24.84961643218994,24.6343321119036,24.8585079738072
385,2016-09-08,24.279329299926758,24.6819906686396,24.214903761806983,24.67738959683001,212008000,22.959524192810058,23.74607711791992,24.82108497619629,24.591600145612443,24.82245990208217
386,2016-09-09,23.729413986206055,24.325353848539258,23.729413986206055,24.076853788057505,186228000,22.953632755279543,23.78859203338623,24.765862941741943,24.497262682233536,24.769100643339613
387,2016-09-12,24.26092529296875,24.3253508364945,23.591356061045282,23.618967760612488,181171200,22.952555961608887,23.836244583129883,24.73434019088745,24.475568498883927,24.741818291800364
388,2016-09-13,24.838455200195312,25.031733583699133,24.67508992969596,24.737215814040336,248704800,22.959893112182616,23.89412052154541,24.716737842559816,24.515669958932058,24.73929804847354
389,2016-09-14,25.7174015045166,26.007318135161842,24.988009734561615,25.017922840665694,443554800,22.976679344177246,23.973694572448732,24.744233703613283,24.64846474783761,24.764388493129186
390,2016-09-15,26.591758728027344,26.62857432714172,26.113166472326764,26.19830122868047,359934400,23.003574028015137,24.068284149169923,24.81728801727295,24.907154083251953,24.832211085728236
391,2016-09-16,26.442197799682617,26.72060917837081,26.239717275763297,26.48821729748088,319547600,23.030633602142334,24.158005981445314,24.884474754333496,25.12278311593192,24.89466467357817
392,2016-09-19,26.13387680053711,26.73211626795088,26.05794594072287,26.504325443972622,188092000,23.069463596343994,24.23817436218262,24.933024311065672,25.38771847316197,24.943970089867
393,2016-09-20,26.131576538085938,26.258127976686012,25.887679316927105,26.01192934151685,138057200,23.11507188796997,24.316923599243164,24.991237735748292,25.730884552001953,24.990098226638068
394,2016-09-21,26.126970291137695,26.22820966650297,25.871567805973687,26.195996898596174,144012800,23.163113498687743,24.393566818237304,25.045309162139894,25.99746240888323,25.04532023838588
395,2016-09-22,26.373170852661133,26.446800292742875,26.230513044487118,26.31104497028522,124296000,23.213844604492188,24.477651443481445,25.121124458312988,26.216707502092635,25.10854067121233
396,2016-09-23,25.93370246887207,26.412294865815074,25.66679631838091,26.32716008433635,209924800,23.2566780090332,24.544158821105956,25.18025827407837,26.2476076398577,25.159818649291992
397,2016-09-26,25.972810745239258,26.090158276124146,25.666789408133504,25.6874968665732,119477600,23.30215436935425,24.611494064331055,25.248595714569092,26.159186499459402,25.217998867943173
398,2016-09-27,26.021129608154297,26.041838821823188,25.848560434592684,26.000422149949824,98429600,23.348983612060547,24.6749898147583,25.320729541778565,26.099033900669642,25.285383042835054
399,2016-09-28,26.219005584716797,26.377769765052108,26.099358412678832,26.159182876429902,118564400,23.398981628417967,24.742259941101075,25.412191009521486,26.111195155552455,25.36350459144229
400,2016-09-29,25.811752319335938,26.184502448928242,25.724317883959134,26.037243528575313,143548000,23.444746913909913,24.80097309112549,25.48213939666748,26.065505981445312,25.431217738560267
401,2016-09-30,26.011926651000977,26.08555609253491,25.72431137071775,25.876171325865826,145516400,23.49107219696045,24.86611560821533,25.55484848022461,26.049071175711497,25.507367361159552
402,2016-10-03,25.889982223510742,26.011932604854028,25.834760568586738,25.933700317868993,86807200,23.538260612487793,24.932343368530272,25.60995569229126,25.980044228690012,25.5708072299049
403,2016-10-04,26.00042724609375,26.301847566578505,25.91529247181622,26.014232220935874,118947200,23.591519565582274,25.006821937561035,25.6709303855896,25.98957633972168,25.628549575805664
404,2016-10-05,26.011926651000977,26.152283048216344,25.92909330984226,26.09245857838741,85812400,23.644481544494628,25.084597129821777,25.724886989593507,25.99516432625907,25.68716830299014
405,2016-10-06,26.2052001953125,26.30874098185357,26.03032963393295,26.161482116101574,115117200,23.691686840057372,25.137493896484376,25.821180534362792,26.021460124424525,25.747759047008696
406,2016-10-07,26.24432373046875,26.359369865363618,26.117774035363215,26.301846797916184,97433600,23.740175895690918,25.184810943603516,25.946926021575926,26.02507700238909,25.84133021036784
407,2016-10-10,26.702207565307617,26.863271445665365,26.396184437163257,26.465211062117447,144944000,23.79079511642456,25.241880798339842,26.06899013519287,26.15228489467076,25.982891809372674
408,2016-10-11,26.75972557067871,27.3096458295167,26.736714944580275,27.081853270485173,256164000,23.8428133392334,25.291679229736328,26.16505365371704,26.259113311767578,26.101882298787434
409,2016-10-12,26.999025344848633,27.146286008452744,26.863271752065085,27.001326759012745,150347200,23.894890308380127,25.353449478149415,26.229134845733643,26.417548043387278,26.204766591389973
410,2016-10-13,26.916194915771484,27.022037150883786,26.626278159746214,26.87247682207509,140769600,23.943369770050047,25.40756732940674,26.24535665512085,26.54837199619838,26.26185199192592
411,2016-10-14,27.065750122070312,27.190000144909853,26.950703999677906,27.123273183266516,142608800,23.989980716705322,25.461684913635253,26.276534271240234,26.698918206351145,26.28442301068987
412,2016-10-17,27.047344207763672,27.114069414265973,26.870172195360325,26.996723632791287,94499600,24.032471313476563,25.508025512695312,26.322207641601562,26.819224493844168,26.31323950631278
413,2016-10-18,27.028934478759766,27.19920223705041,27.024331651109954,27.192299751040093,98214000,24.072969875335694,25.549902267456055,26.367075538635255,26.931311743600027,26.35586130051386
